sample_idx,sample,slice,cluster,label,rating
85,wesmea/XC337566.mp3,3,3,90,4.5
86,wesmea/XC337566.mp3,4,4,90,4.5
87,wesmea/XC337566.mp3,5,1,90,4.5
88,wesmea/XC337566.mp3,6,0,90,4.5
89,wesmea/XC337566.mp3,7,7,90,4.5
90,wesmea/XC337566.mp3,8,0,90,4.5
91,wesmea/XC337566.mp3,9,4,90,4.5
92,wesmea/XC337566.mp3,10,0,90,4.5
93,louwat/XC324934.mp3,0,0,56,4.5
94,louwat/XC324934.mp3,1,0,56,4.5
95,louwat/XC324934.mp3,2,0,56,4.5
96,louwat/XC324934.mp3,3,3,56,4.5
97,louwat/XC324934.mp3,4,0,56,4.5
98,purfin/XC469598.mp3,0,7,71,5.0
99,purfin/XC469598.mp3,1,6,71,5.0
100,purfin/XC469598.mp3,2,7,71,5.0
101,purfin/XC469598.mp3,3,6,71,5.0
102,purfin/XC469598.mp3,4,6,71,5.0
103,purfin/XC469598.mp3,5,6,71,5.0
104,purfin/XC469598.mp3,6,6,71,5.0
105,purfin/XC469598.mp3,7,6,71,5.0
106,purfin/XC469598.mp3,8,6,71,5.0
107,purfin/XC469598.mp3,9,6,71,5.0
108,comgra/XC345282.mp3,0,0,32,3.5
109,comgra/XC345282.mp3,1,3,32,3.5
110,comgra/XC345282.mp3,2,3,32,3.5
111,comgra/XC345282.mp3,3,3,32,3.5
112,comgra/XC345282.mp3,4,0,32,3.5
113,comgra/XC345282.mp3,5,0,32,3.5
114,comgra/XC345282.mp3,6,3,32,3.5
115,comgra/XC345282.mp3,7,0,32,3.5
116,comgra/XC345282.mp3,8,0,32,3.5
117,comgra/XC345282.mp3,9,0,32,3.5
118,brespa/XC188119.mp3,0,7,17,4.5
119,brespa/XC188119.mp3,1,7,17,4.5
120,brespa/XC188119.mp3,2,7,17,4.5
121,brespa/XC188119.mp3,3,7,17,4.5
122,brespa/XC188119.mp3,4,4,17,4.5
123,brespa/XC188119.mp3,5,7,17,4.5
124,brespa/XC188119.mp3,6,7,17,4.5
125,brespa/XC188119.mp3,7,4,17,4.5
126,brespa/XC188119.mp3,8,0,17,4.5
127,brespa/XC188119.mp3,9,0,17,4.5
128,macwar/XC433235.mp3,0,0,57,4.0
129,macwar/XC433235.mp3,1,0,57,4.0
130,macwar/XC433235.mp3,2,3,57,4.0
131,macwar/XC433235.mp3,3,3,57,4.0
132,blkpho/XC32520.mp3,0,0,13,4.0
133,blkpho/XC32520.mp3,1,3,13,4.0
134,blkpho/XC32520.mp3,2,3,13,4.0
135,blkpho/XC32520.mp3,3,3,13,4.0
136,blkpho/XC32520.mp3,4,3,13,4.0
137,blkpho/XC32520.mp3,5,3,13,4.0
138,blkpho/XC32520.mp3,6,0,13,4.0
139,blkpho/XC32520.mp3,7,3,13,4.0
140,blkpho/XC32520.mp3,8,0,13,4.0
141,comgra/XC196109.mp3,0,3,32,3.5
142,comgra/XC196109.mp3,1,3,32,3.5
143,comgra/XC196109.mp3,2,3,32,3.5
144,comgra/XC196109.mp3,3,3,32,3.5
145,comgra/XC196109.mp3,4,3,32,3.5
146,comgra/XC196109.mp3,5,3,32,3.5
147,comgra/XC196109.mp3,6,3,32,3.5
148,houfin/XC124078.mp3,0,0,49,4.5
149,houfin/XC124078.mp3,1,0,49,4.5
150,houfin/XC124078.mp3,2,3,49,4.5
151,houfin/XC124078.mp3,3,3,49,4.5
152,houfin/XC124078.mp3,4,3,49,4.5
153,houfin/XC124078.mp3,5,3,49,4.5
154,houfin/XC124078.mp3,6,3,49,4.5
155,houfin/XC124078.mp3,7,6,49,4.5
156,houfin/XC124078.mp3,8,3,49,4.5
157,houfin/XC124078.mp3,9,0,49,4.5
158,houfin/XC124078.mp3,10,0,49,4.5
159,houfin/XC124078.mp3,11,0,49,4.5
160,houfin/XC124078.mp3,12,6,49,4.5
161,houfin/XC124078.mp3,13,0,49,4.5
162,houfin/XC124078.mp3,14,0,49,4.5
163,houfin/XC124078.mp3,15,6,49,4.5
164,houfin/XC124078.mp3,16,3,49,4.5
165,houfin/XC124078.mp3,17,6,49,4.5
166,houfin/XC124078.mp3,18,3,49,4.5
167,houfin/XC124078.mp3,19,6,49,4.5
168,houfin/XC124078.mp3,20,3,49,4.5
169,houfin/XC124078.mp3,21,3,49,4.5
170,houfin/XC124078.mp3,22,3,49,4.5
171,houfin/XC124078.mp3,23,3,49,4.5
172,houfin/XC124078.mp3,24,0,49,4.5
173,houfin/XC124078.mp3,25,6,49,4.5
174,houfin/XC124078.mp3,26,0,49,4.5
175,houfin/XC124078.mp3,27,0,49,4.5
176,scoori/XC265643.mp3,0,4,81,4.5
177,scoori/XC265643.mp3,1,4,81,4.5
178,scoori/XC265643.mp3,2,4,81,4.5
179,scoori/XC265643.mp3,3,4,81,4.5
180,scoori/XC265643.mp3,4,4,81,4.5
181,scoori/XC265643.mp3,5,4,81,4.5
182,scoori/XC265643.mp3,6,4,81,4.5
183,scoori/XC265643.mp3,7,1,81,4.5
184,scoori/XC265643.mp3,8,7,81,4.5
185,scoori/XC265643.mp3,9,7,81,4.5
186,scoori/XC265643.mp3,10,7,81,4.5
187,scoori/XC265643.mp3,11,1,81,4.5
188,scoori/XC265643.mp3,12,1,81,4.5
189,scoori/XC265643.mp3,13,1,81,4.5
190,scoori/XC265643.mp3,14,4,81,4.5
191,scoori/XC265643.mp3,15,4,81,4.5
192,scoori/XC265643.mp3,16,4,81,4.5
193,scoori/XC265643.mp3,17,0,81,4.5
194,scoori/XC265643.mp3,18,4,81,4.5
195,scoori/XC265643.mp3,19,4,81,4.5
196,scoori/XC265643.mp3,20,4,81,4.5
197,scoori/XC265643.mp3,21,4,81,4.5
198,scoori/XC265643.mp3,22,4,81,4.5
199,scoori/XC265643.mp3,23,4,81,4.5
200,scoori/XC265643.mp3,24,4,81,4.5
201,scoori/XC265643.mp3,25,4,81,4.5
202,scoori/XC265643.mp3,26,4,81,4.5
203,scoori/XC265643.mp3,27,4,81,4.5
204,scoori/XC265643.mp3,28,7,81,4.5
205,scoori/XC265643.mp3,29,7,81,4.5
206,scoori/XC265643.mp3,30,4,81,4.5
207,veery/XC139437.mp3,0,3,87,3.0
208,veery/XC139437.mp3,1,3,87,3.0
209,veery/XC139437.mp3,2,3,87,3.0
210,veery/XC139437.mp3,3,3,87,3.0
211,veery/XC139437.mp3,4,3,87,3.0
212,veery/XC139437.mp3,5,3,87,3.0
213,indbun/XC421298.mp3,0,0,51,5.0
214,indbun/XC421298.mp3,1,0,51,5.0
215,indbun/XC421298.mp3,2,0,51,5.0
216,indbun/XC421298.mp3,3,0,51,5.0
217,bulori/XC483552.mp3,0,0,22,5.0
218,bulori/XC483552.mp3,1,4,22,5.0
219,bulori/XC483552.mp3,2,4,22,5.0
220,sonspa/XC147920.mp3,0,1,82,5.0
221,sonspa/XC147920.mp3,1,1,82,5.0
222,bkpwar/XC328798.mp3,0,4,12,4.5
223,bkpwar/XC328798.mp3,1,4,12,4.5
224,bkpwar/XC328798.mp3,2,4,12,4.5
225,bkpwar/XC328798.mp3,3,4,12,4.5
226,bkpwar/XC328798.mp3,4,4,12,4.5
227,bkpwar/XC328798.mp3,5,4,12,4.5
228,blkpho/XC124992.mp3,0,5,13,4.0
229,blkpho/XC124992.mp3,1,2,13,4.0
230,blkpho/XC124992.mp3,2,2,13,4.0
231,blkpho/XC124992.mp3,3,2,13,4.0
232,blkpho/XC124992.mp3,4,2,13,4.0
233,blkpho/XC124992.mp3,5,2,13,4.0
234,blkpho/XC124992.mp3,6,2,13,4.0
235,blkpho/XC124992.mp3,7,5,13,4.0
236,blkpho/XC124992.mp3,8,5,13,4.0
237,blkpho/XC124992.mp3,9,5,13,4.0
238,blkpho/XC124992.mp3,10,2,13,4.0
239,blkpho/XC124992.mp3,11,2,13,4.0
240,blkpho/XC124992.mp3,12,5,13,4.0
241,blkpho/XC124992.mp3,13,5,13,4.0
242,blkpho/XC124992.mp3,14,5,13,4.0
243,blkpho/XC124992.mp3,15,5,13,4.0
244,normoc/XC317019.mp3,0,0,64,5.0
245,normoc/XC317019.mp3,1,3,64,5.0
246,normoc/XC317019.mp3,2,3,64,5.0
247,normoc/XC317019.mp3,3,0,64,5.0
248,normoc/XC317019.mp3,4,0,64,5.0
249,hamfly/XC478066.mp3,0,0,44,2.0
250,blkpho/XC277742.mp3,0,0,13,5.0
251,blkpho/XC277742.mp3,1,0,13,5.0
252,blkpho/XC277742.mp3,2,0,13,5.0
253,blkpho/XC277742.mp3,3,0,13,5.0
254,blkpho/XC277742.mp3,4,0,13,5.0
255,blkpho/XC277742.mp3,5,0,13,5.0
256,blkpho/XC277742.mp3,6,0,13,5.0
257,blkpho/XC277742.mp3,7,0,13,5.0
258,blkpho/XC277742.mp3,8,0,13,5.0
259,blkpho/XC277742.mp3,9,0,13,5.0
260,blkpho/XC277742.mp3,10,0,13,5.0
261,blkpho/XC277742.mp3,11,0,13,5.0
262,blkpho/XC277742.mp3,12,0,13,5.0
263,blkpho/XC277742.mp3,13,0,13,5.0
264,blkpho/XC277742.mp3,14,0,13,5.0
265,blkpho/XC277742.mp3,15,0,13,5.0
266,blkpho/XC277742.mp3,16,0,13,5.0
267,blkpho/XC277742.mp3,17,0,13,5.0
268,blkpho/XC277742.mp3,18,0,13,5.0
269,blkpho/XC277742.mp3,19,0,13,5.0
270,blkpho/XC277742.mp3,20,0,13,5.0
271,blkpho/XC277742.mp3,21,0,13,5.0
272,blkpho/XC277742.mp3,22,0,13,5.0
273,blkpho/XC277742.mp3,23,0,13,5.0
274,blkpho/XC277742.mp3,24,4,13,5.0
275,blkpho/XC277742.mp3,25,0,13,5.0
276,blkpho/XC277742.mp3,26,4,13,5.0
277,blkpho/XC277742.mp3,27,0,13,5.0
278,blkpho/XC277742.mp3,28,0,13,5.0
279,blkpho/XC277742.mp3,29,4,13,5.0
280,foxspa/XC444672.mp3,0,3,41,5.0
281,foxspa/XC444672.mp3,1,3,41,5.0
282,foxspa/XC444672.mp3,2,3,41,5.0
283,whbnut/XC404314.mp3,0,3,93,4.5
284,whbnut/XC404314.mp3,1,3,93,4.5
285,indbun/XC371476.mp3,0,4,51,4.0
286,indbun/XC371476.mp3,1,4,51,4.0
287,linspa/XC325116.mp3,0,3,54,4.5
288,linspa/XC325116.mp3,1,3,54,4.5
289,linspa/XC325116.mp3,2,3,54,4.5
290,macwar/XC450704.mp3,0,0,57,4.5
291,macwar/XC450704.mp3,1,0,57,4.5
292,macwar/XC450704.mp3,2,0,57,4.5
293,macwar/XC450704.mp3,3,0,57,4.5
294,macwar/XC450704.mp3,4,0,57,4.5
295,btnwar/XC101293.mp3,0,6,19,3.5
296,btnwar/XC101293.mp3,1,6,19,3.5
297,btnwar/XC101293.mp3,2,6,19,3.5
298,btnwar/XC101293.mp3,3,6,19,3.5
299,btnwar/XC101293.mp3,4,6,19,3.5
300,btnwar/XC101293.mp3,5,6,19,3.5
301,cangoo/XC180225.mp3,0,4,25,4.5
302,cangoo/XC180225.mp3,1,4,25,4.5
303,cangoo/XC180225.mp3,2,4,25,4.5
304,cangoo/XC180225.mp3,3,4,25,4.5
305,gockin/XC161131.mp3,0,7,43,5.0
306,gockin/XC161131.mp3,1,7,43,5.0
307,gockin/XC161131.mp3,2,7,43,5.0
308,gockin/XC161131.mp3,3,7,43,5.0
309,gockin/XC161131.mp3,4,7,43,5.0
310,gockin/XC161131.mp3,5,7,43,5.0
311,gockin/XC161131.mp3,6,7,43,5.0
312,winwre3/XC377373.mp3,0,0,96,4.5
313,winwre3/XC377373.mp3,1,0,96,4.5
314,winwre3/XC377373.mp3,2,3,96,4.5
315,winwre3/XC377373.mp3,3,0,96,4.5
316,winwre3/XC377373.mp3,4,3,96,4.5
317,winwre3/XC377373.mp3,5,4,96,4.5
318,winwre3/XC377373.mp3,6,3,96,4.5
319,eawpew/XC184950.mp3,0,4,38,4.0
320,eawpew/XC184950.mp3,1,0,38,4.0
321,eawpew/XC184950.mp3,2,0,38,4.0
322,eawpew/XC184950.mp3,3,0,38,4.0
323,comyel/XC362478.mp3,0,0,34,4.5
324,comyel/XC362478.mp3,1,0,34,4.5
325,comyel/XC362478.mp3,2,0,34,4.5
326,comyel/XC362478.mp3,3,0,34,4.5
327,comyel/XC362478.mp3,4,0,34,4.5
328,comyel/XC362478.mp3,5,0,34,4.5
329,comyel/XC362478.mp3,6,0,34,4.5
330,comyel/XC362478.mp3,7,0,34,4.5
331,comyel/XC362478.mp3,8,0,34,4.5
332,comyel/XC362478.mp3,9,0,34,4.5
333,comyel/XC362478.mp3,10,0,34,4.5
334,comyel/XC362478.mp3,11,0,34,4.5
335,comyel/XC362478.mp3,12,0,34,4.5
336,comyel/XC362478.mp3,13,0,34,4.5
337,comyel/XC362478.mp3,14,0,34,4.5
338,comyel/XC362478.mp3,15,0,34,4.5
339,yebfly/XC142182.mp3,0,3,98,3.5
340,yebfly/XC142182.mp3,1,3,98,3.5
341,yebfly/XC142182.mp3,2,3,98,3.5
342,yebfly/XC142182.mp3,3,6,98,3.5
343,ovenbi1/XC419729.mp3,0,3,68,5.0
344,ovenbi1/XC419729.mp3,1,3,68,5.0
345,ovenbi1/XC419729.mp3,2,3,68,5.0
346,ovenbi1/XC419729.mp3,3,3,68,5.0
347,ovenbi1/XC419729.mp3,4,3,68,5.0
348,ovenbi1/XC419729.mp3,5,3,68,5.0
349,ovenbi1/XC419729.mp3,6,3,68,5.0
350,ovenbi1/XC419729.mp3,7,3,68,5.0
351,ovenbi1/XC419729.mp3,8,3,68,5.0
352,ovenbi1/XC419729.mp3,9,3,68,5.0
353,ovenbi1/XC419729.mp3,10,3,68,5.0
354,ovenbi1/XC419729.mp3,11,3,68,5.0
355,mallar3/XC237222.mp3,0,6,59,4.5
356,mallar3/XC237222.mp3,1,6,59,4.5
357,mallar3/XC237222.mp3,2,6,59,4.5
358,mallar3/XC237222.mp3,3,6,59,4.5
359,winwre3/XC396362.mp3,0,2,96,4.0
360,winwre3/XC389104.mp3,0,6,96,4.5
361,winwre3/XC389104.mp3,1,4,96,4.5
362,winwre3/XC389104.mp3,2,6,96,4.5
363,winwre3/XC389104.mp3,3,0,96,4.5
364,winwre3/XC389104.mp3,4,6,96,4.5
365,winwre3/XC389104.mp3,5,0,96,4.5
366,winwre3/XC389104.mp3,6,6,96,4.5
367,winwre3/XC389104.mp3,7,6,96,4.5
368,winwre3/XC389104.mp3,8,0,96,4.5
369,winwre3/XC389104.mp3,9,6,96,4.5
370,winwre3/XC389104.mp3,10,6,96,4.5
371,winwre3/XC389104.mp3,11,4,96,4.5
372,winwre3/XC389104.mp3,12,6,96,4.5
373,winwre3/XC389104.mp3,13,0,96,4.5
374,winwre3/XC389104.mp3,14,6,96,4.5
375,winwre3/XC389104.mp3,15,6,96,4.5
376,winwre3/XC389104.mp3,16,6,96,4.5
377,winwre3/XC389104.mp3,17,0,96,4.5
378,winwre3/XC389104.mp3,18,6,96,4.5
379,winwre3/XC389104.mp3,19,0,96,4.5
380,winwre3/XC389104.mp3,20,6,96,4.5
381,winwre3/XC389104.mp3,21,6,96,4.5
382,winwre3/XC389104.mp3,22,6,96,4.5
383,winwre3/XC389104.mp3,23,0,96,4.5
384,winwre3/XC389104.mp3,24,6,96,4.5
385,mouchi/XC109936.mp3,0,4,61,5.0
386,mouchi/XC109936.mp3,1,4,61,5.0
387,mouchi/XC109936.mp3,2,0,61,5.0
388,mouchi/XC109936.mp3,3,0,61,5.0
389,mouchi/XC109936.mp3,4,4,61,5.0
390,mouchi/XC109936.mp3,5,4,61,5.0
391,mouchi/XC109936.mp3,6,0,61,5.0
392,wewpew/XC347895.mp3,0,3,92,4.5
393,wewpew/XC347895.mp3,1,3,92,4.5
394,wewpew/XC347895.mp3,2,3,92,4.5
395,wewpew/XC347895.mp3,3,3,92,4.5
396,wewpew/XC347895.mp3,4,3,92,4.5
397,wewpew/XC347895.mp3,5,3,92,4.5
398,wewpew/XC347895.mp3,6,3,92,4.5
399,wewpew/XC347895.mp3,7,3,92,4.5
400,wewpew/XC124527.mp3,0,5,92,4.5
401,wewpew/XC124527.mp3,1,5,92,4.5
402,wewpew/XC124527.mp3,2,5,92,4.5
403,wewpew/XC124527.mp3,3,5,92,4.5
404,wewpew/XC124527.mp3,4,5,92,4.5
405,wewpew/XC124527.mp3,5,5,92,4.5
406,wewpew/XC124527.mp3,6,5,92,4.5
407,wewpew/XC124527.mp3,7,5,92,4.5
408,linspa/XC248008.mp3,0,0,54,4.5
409,linspa/XC248008.mp3,1,0,54,4.5
410,linspa/XC248008.mp3,2,3,54,4.5
411,linspa/XC248008.mp3,3,3,54,4.5
412,linspa/XC248008.mp3,4,3,54,4.5
413,linspa/XC248008.mp3,5,3,54,4.5
414,linspa/XC248008.mp3,6,3,54,4.5
415,linspa/XC248008.mp3,7,3,54,4.5
416,linspa/XC248008.mp3,8,3,54,4.5
417,blkpho/XC339897.mp3,0,4,13,5.0
418,gnttow/XC422417.mp3,0,3,42,4.0
419,gnttow/XC422417.mp3,1,0,42,4.0
420,mouchi/XC221631.mp3,0,3,61,3.5
421,mouchi/XC221631.mp3,1,3,61,3.5
422,mouchi/XC221631.mp3,2,3,61,3.5
423,mouchi/XC221631.mp3,3,3,61,3.5
424,mouchi/XC221631.mp3,4,3,61,3.5
425,mouchi/XC221631.mp3,5,3,61,3.5
426,mouchi/XC221631.mp3,6,3,61,3.5
427,mouchi/XC221631.mp3,7,3,61,3.5
428,mouchi/XC221631.mp3,8,3,61,3.5
429,mouchi/XC221631.mp3,9,3,61,3.5
430,mouchi/XC221631.mp3,10,3,61,3.5
431,evegro/XC466988.mp3,0,0,39,0.0
432,marwre/XC387315.mp3,0,3,60,5.0
433,marwre/XC387315.mp3,1,3,60,5.0
434,marwre/XC387315.mp3,2,3,60,5.0
435,marwre/XC387315.mp3,3,3,60,5.0
436,marwre/XC387315.mp3,4,3,60,5.0
437,marwre/XC387315.mp3,5,3,60,5.0
438,marwre/XC387315.mp3,6,3,60,5.0
439,marwre/XC387315.mp3,7,3,60,5.0
440,marwre/XC387315.mp3,8,3,60,5.0
441,marwre/XC387315.mp3,9,3,60,5.0
442,brespa/XC125094.mp3,0,2,17,4.5
443,brespa/XC125094.mp3,1,2,17,4.5
444,brespa/XC125094.mp3,2,2,17,4.5
445,brespa/XC125094.mp3,3,2,17,4.5
446,brespa/XC125094.mp3,4,2,17,4.5
447,brespa/XC125094.mp3,5,2,17,4.5
448,brespa/XC125094.mp3,6,2,17,4.5
449,brespa/XC125094.mp3,7,2,17,4.5
450,brespa/XC125094.mp3,8,2,17,4.5
451,brespa/XC125094.mp3,9,2,17,4.5
452,brespa/XC125094.mp3,10,2,17,4.5
453,brespa/XC125094.mp3,11,2,17,4.5
454,brespa/XC125094.mp3,12,7,17,4.5
455,brespa/XC125094.mp3,13,7,17,4.5
456,brespa/XC125094.mp3,14,2,17,4.5
457,brespa/XC125094.mp3,15,7,17,4.5
458,brespa/XC125094.mp3,16,2,17,4.5
459,brespa/XC125094.mp3,17,2,17,4.5
460,brespa/XC125094.mp3,18,7,17,4.5
461,brespa/XC125094.mp3,19,2,17,4.5
462,brespa/XC125094.mp3,20,2,17,4.5
463,brespa/XC125094.mp3,21,7,17,4.5
464,brespa/XC125094.mp3,22,2,17,4.5
465,brespa/XC125094.mp3,23,2,17,4.5
466,brespa/XC125094.mp3,24,2,17,4.5
467,brespa/XC125094.mp3,25,2,17,4.5
468,brespa/XC125094.mp3,26,7,17,4.5
469,sonspa/XC205810.mp3,0,4,82,5.0
470,sonspa/XC205810.mp3,1,0,82,5.0
471,sonspa/XC205810.mp3,2,0,82,5.0
472,sonspa/XC205810.mp3,3,0,82,5.0
473,sonspa/XC205810.mp3,4,0,82,5.0
474,sonspa/XC205810.mp3,5,0,82,5.0
475,sonspa/XC205810.mp3,6,0,82,5.0
476,sonspa/XC205810.mp3,7,0,82,5.0
477,sonspa/XC205810.mp3,8,0,82,5.0
478,sonspa/XC205810.mp3,9,0,82,5.0
479,sonspa/XC205810.mp3,10,0,82,5.0
480,sonspa/XC205810.mp3,11,0,82,5.0
481,sonspa/XC205810.mp3,12,0,82,5.0
482,sonspa/XC205810.mp3,13,0,82,5.0
483,sonspa/XC205810.mp3,14,0,82,5.0
484,sonspa/XC205810.mp3,15,0,82,5.0
485,sonspa/XC205810.mp3,16,0,82,5.0
486,sonspa/XC205810.mp3,17,0,82,5.0
487,sonspa/XC205810.mp3,18,0,82,5.0
488,sonspa/XC205810.mp3,19,0,82,5.0
489,robgro/XC188815.mp3,0,2,77,3.5
490,robgro/XC188815.mp3,1,2,77,3.5
491,robgro/XC188815.mp3,2,6,77,3.5
492,wewpew/XC124507.mp3,0,7,92,4.5
493,wewpew/XC124507.mp3,1,7,92,4.5
494,wewpew/XC124507.mp3,2,7,92,4.5
495,wewpew/XC124507.mp3,3,7,92,4.5
496,wewpew/XC124507.mp3,4,7,92,4.5
497,wewpew/XC124507.mp3,5,7,92,4.5
498,wewpew/XC124507.mp3,6,7,92,4.5
499,wewpew/XC124507.mp3,7,7,92,4.5
500,wewpew/XC124507.mp3,8,7,92,4.5
501,wewpew/XC124507.mp3,9,7,92,4.5
502,wewpew/XC124507.mp3,10,7,92,4.5
503,wewpew/XC124507.mp3,11,4,92,4.5
504,wewpew/XC124507.mp3,12,7,92,4.5
505,wewpew/XC124507.mp3,13,4,92,4.5
506,wewpew/XC124507.mp3,14,4,92,4.5
507,wewpew/XC124507.mp3,15,4,92,4.5
508,amered/XC205267.mp3,0,4,3,4.5
509,amered/XC205267.mp3,1,3,3,4.5
510,amered/XC205267.mp3,2,0,3,4.5
511,amered/XC205267.mp3,3,0,3,4.5
512,amered/XC205267.mp3,4,3,3,4.5
513,amered/XC205267.mp3,5,0,3,4.5
514,amered/XC205267.mp3,6,0,3,4.5
515,wesmea/XC186330.mp3,0,6,90,4.5
516,macwar/XC374074.mp3,0,6,57,5.0
517,macwar/XC374074.mp3,1,3,57,5.0
518,macwar/XC374074.mp3,2,3,57,5.0
519,macwar/XC374074.mp3,3,3,57,5.0
520,macwar/XC374074.mp3,4,0,57,5.0
521,macwar/XC374074.mp3,5,3,57,5.0
522,macwar/XC374074.mp3,6,3,57,5.0
523,macwar/XC374074.mp3,7,3,57,5.0
524,macwar/XC374074.mp3,8,3,57,5.0
525,macwar/XC374074.mp3,9,3,57,5.0
526,macwar/XC374074.mp3,10,3,57,5.0
527,macwar/XC374074.mp3,11,6,57,5.0
528,macwar/XC374074.mp3,12,3,57,5.0
529,macwar/XC374074.mp3,13,3,57,5.0
530,macwar/XC374074.mp3,14,3,57,5.0
531,macwar/XC374074.mp3,15,3,57,5.0
532,macwar/XC374074.mp3,16,3,57,5.0
533,macwar/XC374074.mp3,17,3,57,5.0
534,macwar/XC374074.mp3,18,3,57,5.0
535,macwar/XC374074.mp3,19,3,57,5.0
536,macwar/XC374074.mp3,20,3,57,5.0
537,macwar/XC374074.mp3,21,3,57,5.0
538,macwar/XC374074.mp3,22,3,57,5.0
539,macwar/XC374074.mp3,23,3,57,5.0
540,macwar/XC374074.mp3,24,3,57,5.0
541,macwar/XC374074.mp3,25,3,57,5.0
542,macwar/XC374074.mp3,26,3,57,5.0
543,macwar/XC374074.mp3,27,3,57,5.0
544,macwar/XC374074.mp3,28,3,57,5.0
545,macwar/XC374074.mp3,29,3,57,5.0
546,macwar/XC374074.mp3,30,3,57,5.0
