ids,response
417490,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""417490"", ""gen"": ""Megapodius"", ""sp"": ""tenimberensis"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Tanimbar Megapode"", ""rec"": ""Ross Gallardy"", ""cnt"": ""Indonesia"", ""loc"": ""Tanimbar, nr Kormomolin, Yamdena Island, Maluku"", ""lat"": ""-7.7969"", ""lng"": ""131.388"", ""alt"": ""90"", ""type"": ""call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/417490"", ""file"": ""https://xeno-canto.org/417490/download"", ""file-name"": ""XC417490-TanimbarScrubfowl_Tanimbar_081217_call.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/ffts/XC417490-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/ffts/XC417490-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/ffts/XC417490-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/ffts/XC417490-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/wave/XC417490-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/wave/XC417490-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/FNIOJOZADD/wave/XC417490-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:31"", ""time"": ""05:00"", ""date"": ""2017-08-12"", ""uploaded"": ""2018-05-30"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""yes"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
492760,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""492760"", ""gen"": ""Tinamotis"", ""sp"": ""pentlandii"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Puna Tinamou"", ""rec"": ""Cristian Pinto"", ""cnt"": ""Chile"", ""loc"": ""Guacoyo,  Parinacota, Regi\u00f3n de Arica y Parinacota"", ""lat"": ""-17.7311"", ""lng"": ""-69.3957"", ""alt"": ""4100"", ""type"": ""alarm call, call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/492760"", ""file"": ""https://xeno-canto.org/492760/download"", ""file-name"": ""XC492760-ZOOM0013_Tr1 - Perdiz de la puna .mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/ffts/XC492760-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/ffts/XC492760-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/ffts/XC492760-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/ffts/XC492760-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/wave/XC492760-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/wave/XC492760-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/SEVIQQAKWM/wave/XC492760-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:01"", ""time"": ""10:00"", ""date"": ""2019-08-02"", ""uploaded"": ""2019-08-15"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
227446,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""227446"", ""gen"": ""Penelope"", ""sp"": ""superciliaris"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Rusty-margined Guan"", ""rec"": ""Peter Boesman"", ""cnt"": ""Brazil"", ""loc"": ""Chapada de Araripe, Cear\u00e1"", ""lat"": ""-7.25"", ""lng"": ""-39.5333333333"", ""alt"": """", ""type"": ""wing whirring"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/227446"", ""file"": ""https://xeno-canto.org/227446/download"", ""file-name"": ""XC227446-Rusty-margined Guan B 913.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227446-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227446-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227446-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227446-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC227446-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC227446-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC227446-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-nd/4.0/"", ""q"": ""B"", ""length"": ""0:07"", ""time"": ""04:30"", ""date"": ""2004-01-30"", ""uploaded"": ""2015-03-23"", ""also"": [], ""rmk"": ""ID certainty 100%. (Archiv. tape 304 side B track 15 seq. B)"", ""bird-seen"": ""unknown"", ""animal-seen"": ""unknown"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
363225,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""363225"", ""gen"": ""Tinamus"", ""sp"": ""major"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Great Tinamou"", ""rec"": ""Kent Livezey"", ""cnt"": ""Panama"", ""loc"": ""Pipeline Road, Soberania National Park"", ""lat"": ""9.1332"", ""lng"": ""-79.7195"", ""alt"": ""50"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/363225"", ""file"": ""https://xeno-canto.org/363225/download"", ""file-name"": ""XC363225-great tinamous_2107.04.05 602hrs.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC363225-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC363225-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC363225-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC363225-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/wave/XC363225-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/wave/XC363225-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/SZFQBBYSTI/wave/XC363225-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-nd/4.0/"", ""q"": ""A"", ""length"": ""3:47"", ""time"": ""06:02"", ""date"": ""2017-04-05"", ""uploaded"": ""2017-04-07"", ""also"": [""Dendrocincla fuliginosa"", ""Thamnophilus atrinucha"", ""Attila spadiceus"", ""Brotogeris jugularis"", ""Pteroglossus torquatus"", ""Dromococcyx phasianellus"", ""Polyerata amabilis"", ""Momotus subrufescens"", ""Cacicus microrhynchus"", ""Xiphorhynchus susurrans"", ""Amazona autumnalis""], ""rmk"": ""At least two tinamous singing at ground level within the dark forest. Many howler monkeys calling in the distance."", ""bird-seen"": ""no"", ""animal-seen"": ""no"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
537897,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""537897"", ""gen"": ""Tinamus"", ""sp"": ""tao"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Grey Tinamou"", ""rec"": ""Fernando Igor de Godoy"", ""cnt"": ""Brazil"", ""loc"": ""Purus River, Boca do Acre, State of Amazonas"", ""lat"": ""-8.7512"", ""lng"": ""-68.9938"", ""alt"": ""150"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/537897"", ""file"": ""https://xeno-canto.org/537897/download"", ""file-name"": ""XC537897-2260 Tinamus tao (song)_UPA2_SMacapa_MUrbano_AC_260717FIG.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537897-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537897-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537897-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC537897-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC537897-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC537897-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC537897-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""B"", ""length"": ""0:21"", ""time"": ""07:00"", ""date"": ""2017-07-26"", ""uploaded"": ""2020-03-24"", ""also"": [], ""rmk"": ""FCF02260 - Fonoteca Casa da Floresta."", ""bird-seen"": ""no"", ""animal-seen"": ""no"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
641033,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""641033"", ""gen"": ""Megapodius"", ""sp"": ""reinwardt"", ""ssp"": ""tumulus"", ""group"": ""birds"", ""en"": ""Orange-footed Scrubfowl"", ""rec"": ""James Lambert"", ""cnt"": ""Australia"", ""loc"": ""Charles Darwin University, Darwin Municipality, Northern Territory"", ""lat"": ""-12.3764"", ""lng"": ""130.8679"", ""alt"": ""10"", ""type"": ""call"", ""sex"": """", ""stage"": ""adult"", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/641033"", ""file"": ""https://xeno-canto.org/641033/download"", ""file-name"": ""XC641033-Orange-footed Scrubfowl 18_56_47.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641033-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641033-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641033-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/ffts/XC641033-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/wave/XC641033-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/wave/XC641033-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/OHGEFOWNMD/wave/XC641033-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""1:24"", ""time"": ""18:56"", ""date"": ""2021-04-19"", ""uploaded"": ""2021-04-21"", ""also"": [""Lichmera indistincta"", ""Philemon citreogularis""], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
52207,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""52207"", ""gen"": ""Nothoprocta"", ""sp"": ""perdicaria"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Chilean Tinamou"", ""rec"": ""Bernabe Lopez-Lanus"", ""cnt"": ""Chile"", ""loc"": ""Parque Mahuida, La Reina, Santiago"", ""lat"": null, ""lng"": null, ""alt"": ""?"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/52207"", ""file"": ""https://xeno-canto.org/52207/download"", ""file-name"": ""TINAMOU Chilean_02_Parque Mahuida_La Reina_Santiago_CH_24SEP06_Bernabe Lopez-Lanus.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC52207-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC52207-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC52207-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC52207-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC52207-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC52207-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC52207-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/3.0/"", ""q"": ""B"", ""length"": ""0:05"", ""time"": ""?:?"", ""date"": ""2006-09-24"", ""uploaded"": ""2010-05-22"", ""also"": [], ""rmk"": ""<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>"", ""bird-seen"": ""unknown"", ""animal-seen"": ""unknown"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
323575,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""323575"", ""gen"": ""Ortalis"", ""sp"": ""araucuan"", ""ssp"": """", ""group"": ""birds"", ""en"": ""East Brazilian Chachalaca"", ""rec"": ""Jeremy Minns"", ""cnt"": ""Brazil"", ""loc"": ""Chapada Diamantina. Len\u00e7\u00f3is/Cap\u00e3o trail"", ""lat"": ""-12.5167"", ""lng"": ""-41.4334"", ""alt"": ""1000"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/323575"", ""file"": ""https://xeno-canto.org/323575/download"", ""file-name"": ""XC323575-ORTARA02.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC323575-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC323575-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC323575-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC323575-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC323575-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC323575-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC323575-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""C"", ""length"": ""0:09"", ""time"": ""07:40"", ""date"": ""2001-11-24"", ""uploaded"": ""2016-06-22"", ""also"": [], ""rmk"": """", ""bird-seen"": ""no"", ""animal-seen"": ""no"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
606113,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""606113"", ""gen"": ""Penelope"", ""sp"": ""jacquacu"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Spix's Guan"", ""rec"": ""Jacob Wijpkema"", ""cnt"": ""Bolivia"", ""loc"": ""Palestina, Baures, Itenez, Beni Department"", ""lat"": ""-13.3807"", ""lng"": ""-62.0084"", ""alt"": ""170"", ""type"": ""alarm call, call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/606113"", ""file"": ""https://xeno-canto.org/606113/download"", ""file-name"": ""XC606113-201103_1308_1.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC606113-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC606113-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC606113-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/ffts/XC606113-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/wave/XC606113-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/wave/XC606113-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/WETAASKWUP/wave/XC606113-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""A"", ""length"": ""0:25"", ""time"": ""15:49"", ""date"": ""2020-11-03"", ""uploaded"": ""2020-11-30"", ""also"": [""Legatus leucophaius""], ""rmk"": ""in background an unknown."", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
727960,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""727960"", ""gen"": ""Crypturellus"", ""sp"": ""variegatus"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Variegated Tinamou"", ""rec"": ""Brian Cox"", ""cnt"": ""Brazil"", ""loc"": ""Reserva Sooretama, Espirito Santo"", ""lat"": ""-19.027"", ""lng"": ""-40.156"", ""alt"": ""80"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/727960"", ""file"": ""https://xeno-canto.org/727960/download"", ""file-name"": ""XC727960-Solitary_Tinamou_Sooretama_2004_09_10.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC727960-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC727960-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC727960-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC727960-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/wave/XC727960-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/wave/XC727960-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/OKSKESEOLP/wave/XC727960-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""B"", ""length"": ""0:10"", ""time"": ""00:00"", ""date"": ""2004-09-10"", ""uploaded"": ""2022-05-30"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": ""Olympus LS10"", ""mic"": ""Sennheiser ME66"", ""smp"": ""24000""}]}"
354925,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""354925"", ""gen"": ""Crypturellus"", ""sp"": ""ptaritepui"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Tepui Tinamou"", ""rec"": ""GABRIEL LEITE"", ""cnt"": ""Venezuela"", ""loc"": ""La Escalera - Canaima National Park - Venezuela"", ""lat"": ""5.97"", ""lng"": ""-61.425"", ""alt"": ""1400"", ""type"": ""song"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/354925"", ""file"": ""https://xeno-canto.org/354925/download"", ""file-name"": ""XC354925-Crypturellus ptaretpui_Escalera_1095.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC354925-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC354925-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC354925-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC354925-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC354925-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC354925-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC354925-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""B"", ""length"": ""0:09"", ""time"": ""07:00"", ""date"": ""2017-01-29"", ""uploaded"": ""2017-02-08"", ""also"": [], ""rmk"": """", ""bird-seen"": ""yes"", ""animal-seen"": ""yes"", ""playback-used"": ""yes"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
274923,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""274923"", ""gen"": ""Pipile"", ""sp"": ""cumanensis"", ""ssp"": """", ""group"": ""birds"", ""en"": ""Blue-throated Piping Guan"", ""rec"": ""Robert S. Ridgely"", ""cnt"": ""Ecuador"", ""loc"": ""Orellana: 'Maxus' road km 37 (27 km SSE Pompeya)"", ""lat"": ""-0.641"", ""lng"": ""-76.461"", ""alt"": ""275"", ""type"": ""call, song, song-like calls of alarmed bird"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/274923"", ""file"": ""https://xeno-canto.org/274923/download"", ""file-name"": ""XC274923-23.008.03.Common_Piping-Guan.mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC274923-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC274923-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC274923-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC274923-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC274923-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC274923-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/wave/XC274923-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-sa/4.0/"", ""q"": ""B"", ""length"": ""0:37"", ""time"": ""?"", ""date"": ""1994-01-00"", ""uploaded"": ""2015-08-28"", ""also"": [], ""rmk"": ""<a href=http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm>Moore et al. 2013: Bird Sounds of Ecuador DVD </a>"", ""bird-seen"": ""unknown"", ""animal-seen"": ""unknown"", ""playback-used"": ""no"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""44100""}]}"
517722,"{""numRecordings"": ""1"", ""numSpecies"": ""1"", ""page"": 1, ""numPages"": 1, ""recordings"": [{""id"": ""517722"", ""gen"": ""Penelope"", ""sp"": ""purpurascens"", ""ssp"": ""aequatorialis"", ""group"": ""birds"", ""en"": ""Crested Guan"", ""rec"": ""Hans Matheve"", ""cnt"": ""Costa Rica"", ""loc"": ""San Gerardo Biological Station, Guanacaste"", ""lat"": ""10.3888"", ""lng"": ""-84.7972"", ""alt"": ""1200"", ""type"": ""alarm call"", ""sex"": """", ""stage"": """", ""method"": ""field recording"", ""url"": ""//xeno-canto.org/517722"", ""file"": ""https://xeno-canto.org/517722/download"", ""file-name"": ""XC517722-Crested Guan (alarm, Costa Rica, San Gerardo BS, feb2019, 1).mp3"", ""sono"": {""small"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC517722-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC517722-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC517722-large.png"", ""full"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC517722-full.png""}, ""osci"": {""small"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/wave/XC517722-small.png"", ""med"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/wave/XC517722-med.png"", ""large"": ""//xeno-canto.org/sounds/uploaded/VROUALCTKG/wave/XC517722-large.png""}, ""lic"": ""//creativecommons.org/licenses/by-nc-nd/4.0/"", ""q"": ""A"", ""length"": ""0:34"", ""time"": ""?"", ""date"": ""2019-02-07"", ""uploaded"": ""2020-01-06"", ""also"": [], ""rmk"": """", ""bird-seen"": ""unknown"", ""animal-seen"": ""unknown"", ""playback-used"": ""unknown"", ""temp"": """", ""regnr"": """", ""auto"": ""no"", ""dvc"": """", ""mic"": """", ""smp"": ""48000""}]}"
